"id","external_id","status","meta_keywords","created_at","created_by","updated_at","updated_by","is_test","tests_count","sla_unit","sla_value","display_order","images","latest_snapshot_id","deep_link","is_corporate","inventory_type","meta_title","meta_description"
1,"24e75e78-d9f2-415d-a350-a577df7fbd16",active,"mellitus,diabetes,diabetic,gula,manis,sugar,glucose,hba1c,puasa,metformin,glimepiride,glukosa,chronic,Skrining ,Diabetes,Screening,Prediabetes,Obesitas,Gestational ,Tes Diabetes,tesdiabetes,DIABETESHLD,mcubebasdiabet,Cek Diabetes,Skrining Diabetes,Diabetes Screening,Diabetes Test","2022-10-21 06:10:23",Dev Token,"2025-06-19 14:00:45",zihan.farhanah,0,2,DAYS,1,1001,"[{""type"":""image_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/244024_10-12-2024_13-25-24.jpeg"",""external_id"":""3c82d912-0c62-4847-847f-8b0a7de62d96"",""display_order"":0,""deleted"":false},{""type"":""thumbnail_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/108_10-12-2024_13-25-18.webp"",""external_id"":""af22a7cd-b1ea-41ae-92bf-0adb4eb4b058"",""display_order"":0,""deleted"":false},{""type"":""thumbnail_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/108_10-12-2024_13-25-18.jpeg"",""external_id"":""64611659-39f8-4840-8c89-4ada1ca86245"",""display_order"":0,""deleted"":false},{""type"":""image_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/706977_10-12-2024_13-26-6.jpeg"",""external_id"":""3890ca96-3056-47f5-9087-f8e04130fecc"",""display_order"":1,""deleted"":false},{""type"":""image_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/706977_10-12-2024_13-26-6.webp"",""external_id"":""1130c87f-0702-49d9-b0ef-22184952d94b"",""display_order"":1,""deleted"":false},{""type"":""image_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/244024_10-12-2024_13-25-24.webp"",""external_id"":""779c5e03-4085-46bd-a97e-fc2b9334ed86"",""display_order"":0,""deleted"":false}]","67116591-0bc3-4ef6-b18e-d7815e25182d",https://www.halodoc.com/halolab/package/cek-diabetes-diabetes-test?utm_medium=share_package&utm_source=h4c,0,lab,"Cek Diabetes di Rumah, Gratis Chat Dokter","Layanan homecare Cek Diabetes di rumah / dari mana saja. Hindari antri, tanpa biaya ekstra, ditangani petugas bersertifikat Halodoc."
2,cc72ca6d-daaa-44b4-821a-a2e5e28be32f,inactive,"Kidney ,Monitoring,Pemantauan ,Diabetes ,Ginjal,Metabolik,Metabolic,anakberbakti,puasa,Gula,Insulin ,Hiperglikemia,Komplikasi ,Guladarah,Gula Darah,Neuropati ,Retinopati ,Nefropati ,Ketoasidosis ,gangren,Diet ,obesitas ,diabetesmelitus,Ulkusdiabetik,Gagalginjal,Fungsiginjal,Albuminuria,hipertensi,Batuginjal,Monitorgula,TesHbA1c,Rekammedis ,Penanganan,Konseling ,edukasi,Sosialisasi   ,Perencanaan ,catatan,pengaturan ,glukosa ,puasa,hba1c,Albumin,Creatinine ,Ratio ,ACR,Urine ,Sewaktu,Kreatinin ,e-LFG, e-GFR,Formula ,CKD ,EPI,diabetescek","2022-10-21 08:59:27",Dev Token,"2023-11-09 20:08:09",Dev Token,0,4,DAYS,1,4498,"[{""type"":""thumbnail_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/789026_26-5-2023_10-25-54.jpeg"",""external_id"":""e7841f63-41b1-4955-acf0-316e1ca6b988"",""display_order"":0,""deleted"":false},{""type"":""image_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/40000_26-5-2023_10-25-51.jpeg"",""external_id"":""c7c03ffc-0424-410c-b4b8-5ea3926df88d"",""display_order"":0,""deleted"":false},{""type"":""image_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/681085_26-4-2023_15-4-56.jpeg"",""external_id"":""7f6adbe8-497a-4357-a3f8-4226153a82c9"",""display_order"":1,""deleted"":false},{""type"":""image_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/681085_26-4-2023_15-4-56.webp"",""external_id"":""7d24a3f7-49d6-4495-ae0e-42ca5212585e"",""display_order"":1,""deleted"":false},{""type"":""thumbnail_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/789026_26-5-2023_10-25-54.webp"",""external_id"":""b5d52db0-227b-4d95-b8f7-27cf3e3a5e7d"",""display_order"":0,""deleted"":false},{""type"":""image_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/40000_26-5-2023_10-25-51.webp"",""external_id"":""ce5fc21e-190f-4f8a-9da1-6e8446a1bb4b"",""display_order"":0,""deleted"":false}]","1d59cb31-01c7-42fc-a737-be321075ace7",https://halodoc.page.link/Lfa1CaiZAmTyFSin6,0,lab,,
3,cda7dbd2-cbce-427f-a904-14474ddb418d,inactive,"Diabetes, monitoring,Pemantauan ,Diabetes,Metabolik,Metabolic,anakberbakti,puasa,Gula,Insulin,Hiperglikemia,Komplikasi ,GulaDarah,Gula Darah,Neuropati ,Retinopati ,Nefropati,Ketoasidosis,Gangren , obesitas,diet,Diabetesmelitus ,Glukometer ,penanganan,Konseling ,edukasi,Sosialisasi,pengaturan,Perencanaan  ,catatan,GLUKOSA,PUASA,HBA1C,KOLESTEROL,TOTAL, Trigliserida,diabetescek","2022-10-21 10:38:43",Dev Token,"2023-11-09 20:08:09",Dev Token,0,4,DAYS,1,4499,"[{""type"":""thumbnail_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/785910_26-5-2023_10-25-6.jpeg"",""external_id"":""383812f9-4421-48d9-950d-72f228950d2f"",""display_order"":0,""deleted"":false},{""type"":""image_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/828695_26-5-2023_10-25-2.jpeg"",""external_id"":""8c8349dd-ecee-4974-909c-89a95336531f"",""display_order"":0,""deleted"":false},{""type"":""image_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/153458_3-5-2023_11-49-34.webp"",""external_id"":""43b4bf94-3126-4bbb-b0a2-be6e13a0f982"",""display_order"":1,""deleted"":false},{""type"":""image_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/401100_26-4-2023_15-5-32.webp"",""external_id"":""3a5cdc55-728a-4df5-aef6-5249a1429b10"",""display_order"":1,""deleted"":true},{""type"":""image_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/153458_3-5-2023_11-49-34.jpeg"",""external_id"":""fee66151-157c-4a45-b608-77e983bccfd5"",""display_order"":1,""deleted"":false},{""type"":""thumbnail_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/785910_26-5-2023_10-25-6.webp"",""external_id"":""9494efc0-da88-4dae-9a72-0110d3351ec8"",""display_order"":0,""deleted"":false},{""type"":""image_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/828695_26-5-2023_10-25-2.webp"",""external_id"":""cf9975d2-0339-45a2-8411-c9a88c5935e0"",""display_order"":0,""deleted"":false},{""type"":""image_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/401100_26-4-2023_15-5-32.jpeg"",""external_id"":""83dedb5a-72d1-4ca2-a091-af33d8d25380"",""display_order"":1,""deleted"":true}]","948a9ebd-39db-4711-b03e-c3bbd94bd316",https://halodoc.page.link/g1QZrVDx1oyL3cbg7,0,lab,,
4,"4e051a08-aee0-4dfa-a7ab-7f961e4a2921",inactive,"Complete ,Monitoring,Pemantauan ,Diabetes ,Lengkap,Metabolik,Metabolic,anakberbakti,puasa,Gula,Insulin,Hiperglikemia,Komplikasi ,Guladarah,Gula Darah,Neuropati ,Retinopati ,Nefropati,Ketoasidosis,Gangren,Diet ,obesitas,Diabetesmelitus,Glukometer ,Penanganan  ,Konseling  ,edukasi,Sosialisasi  ,Perencanaan, pengaturan ,catatan,glukosa,puasa,hba1c,Kolesterol ,Total,HDL,ldldirek,Trigliserida,Kreatinin ,e-LFG,Ureum,Urea ,Nitrogen,Asam ,urat,acid,uric,ACR,Albumin,creatinin,ratio,LED,Laju,endap,darah,rutin,hemato,retikulosit,diabetescek","2022-10-21 10:41:18",Dev Token,"2023-11-09 20:08:10",Dev Token,0,13,DAYS,1,4497,"[{""type"":""thumbnail_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/629413_26-5-2023_10-35-5.jpeg"",""external_id"":""13e602c4-b218-47f7-818b-a61fee71fc13"",""display_order"":0,""deleted"":false},{""type"":""image_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/197742_26-5-2023_10-35-3.jpeg"",""external_id"":""8654996e-bc54-4ab8-8dad-a2c97fc1b6ce"",""display_order"":0,""deleted"":false},{""type"":""image_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/41166_26-4-2023_15-5-7.webp"",""external_id"":""023a2df5-542c-48d2-a5dd-879bbd89dde9"",""display_order"":1,""deleted"":false},{""type"":""image_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/41166_26-4-2023_15-5-7.jpeg"",""external_id"":""d1e0578a-c1b6-442f-83a8-4292bcf94085"",""display_order"":1,""deleted"":false},{""type"":""image_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/197742_26-5-2023_10-35-3.webp"",""external_id"":""cfd3af28-aa1b-4ab2-9e73-dbca6620273b"",""display_order"":0,""deleted"":false},{""type"":""thumbnail_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/629413_26-5-2023_10-35-5.webp"",""external_id"":""1f776d74-443c-4c02-834d-6c68487b26b5"",""display_order"":0,""deleted"":false}]","34bff3c1-6c8a-4d97-824f-29cfceb8338d",https://halodoc.page.link/MuFzc8FEBQKQmGBh7,0,lab,,
5,d735f880-3854-4841-8f36-3e77403b9728,active,"liver,hepar,hati,hepatitis,sgot,sgpt,gamma,gamma gt,alkohol,alcohol,function,fungsi,kuning,jaundice,bayi,bilirubin,chronic,Cek ,Fungsi ,Hati,sirosis,Steatosis,hepatik,Gilbert Syndrome,pembesaran hati,Liver Function Check,Cek Fungsi Hati","2022-10-21 10:46:22",Dev Token,"2025-06-19 14:15:50",zihan.farhanah,0,3,DAYS,1,901,"[{""type"":""image_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/145444_16-12-2024_15-13-50.webp"",""external_id"":""53347d3d-00e5-4600-b580-cd983073aacb"",""display_order"":1,""deleted"":false},{""type"":""image_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/145444_16-12-2024_15-13-50.jpeg"",""external_id"":""9b651ead-af1c-4c12-8103-5167f1b2fb7e"",""display_order"":1,""deleted"":false},{""type"":""thumbnail_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/187030_16-12-2024_15-15-22.webp"",""external_id"":""a48ecca6-5088-4a12-a86e-18a545c0dcb4"",""display_order"":0,""deleted"":false},{""type"":""image_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/79973_16-12-2024_15-13-45.webp"",""external_id"":""687e8f81-4ceb-4085-9b70-23a2d4c57657"",""display_order"":0,""deleted"":false},{""type"":""image_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/79973_16-12-2024_15-13-45.jpeg"",""external_id"":""00fbbe59-2fe2-477b-8ab8-a1411b7eb587"",""display_order"":0,""deleted"":false},{""type"":""thumbnail_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/187030_16-12-2024_15-15-22.jpeg"",""external_id"":""497a1f54-490a-4f62-ad78-171f32e0b883"",""display_order"":0,""deleted"":false}]","739d67f8-de7a-45b6-8375-96a45cc64059",https://www.halodoc.com/halolab/package/cek-fungsi-hati-liver-function-test?utm_medium=share_package&utm_source=h4c,0,lab,"Cek Fungsi Hati di Rumah, Gratis Chat Dokter","Layanan homecare Cek Fungsi Hati di rumah / dari mana saja. Hindari antri, tanpa biaya ekstra, ditangani petugas bersertifikat Halodoc."
6,"078b3c9e-2394-435c-ab30-0a2acb0e2a2e",active,"function,ginjal,kidney,ureum,kreatinin,creatinin,bun,urea,nitrogen,renal,uric,urat,asam,batu,fungsi,urin,urine,kencing,kemih,bladder,monitoring,chronic,Pemantauan ,Fungsi ,Ginjal,Kidney ,Function ,Monitoring,PGK,Edema,Asidosis Metabolik,NSAID,Kidney Function Monitoring,Pemantauan Fungsi Ginjal,kidneyHLD,CRDHLD","2022-10-21 10:54:28",Dev Token,"2025-06-19 14:12:56",SELF,0,5,DAYS,1,701,"[{""type"":""thumbnail_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/455368_16-12-2024_15-12-20.webp"",""external_id"":""c49ee364-f7ef-4bed-95db-d0fe35cd5fc8"",""display_order"":0,""deleted"":false},{""type"":""image_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/140817_16-12-2024_15-13-4.webp"",""external_id"":""dee8ea46-f5c2-441c-9800-9a1211da7e08"",""display_order"":1,""deleted"":false},{""type"":""image_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/345580_16-12-2024_15-12-24.jpeg"",""external_id"":""9903b309-399d-4c5c-9b7c-c832414cf78f"",""display_order"":0,""deleted"":false},{""type"":""thumbnail_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/455368_16-12-2024_15-12-20.jpeg"",""external_id"":""26f33098-a335-4c0e-8d5a-dda242ebc592"",""display_order"":0,""deleted"":false},{""type"":""image_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/140817_16-12-2024_15-13-4.jpeg"",""external_id"":""0eba769e-7ec2-4db3-8e03-8f456ce0ce69"",""display_order"":1,""deleted"":false},{""type"":""image_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/345580_16-12-2024_15-12-24.webp"",""external_id"":""66055a07-1a1e-484e-b29c-0600d391f968"",""display_order"":0,""deleted"":false}]",f307bbc8-01d2-4382-a789-3c51da9041b0,https://www.halodoc.com/halolab/package/renal-function-test-cek-fungsi-ginjal?utm_medium=share_package&utm_source=h4c,0,lab,"Cek Fungsi Ginjal di Rumah, Gratis Chat Dokter","Layanan homecare Cek Fungsi Ginjal di rumah / dari mana saja. Hindari antri, tanpa biaya ekstra, ditangani petugas bersertifikat Halodoc."
7,"3736347c-c383-434f-98cf-cc57ea4fca60",active,"IgE ,Panel , Indonesia,sayanganak,antibodi,antibody,imun,immune,gastrointestinal,rinitis,asma,asthma,rhinitis,darah,kulit,skin,dust,Allergy IgE Atopy Panel Indonesia,alergi,atopi,atopy,allergy,alergi makanan,alergi hirup,alergi susu,alergi seafood,alergi debu,alergi kecoak,alergi udang,alergi lobster,alergi kepiting,food allergy,inhalant allergy,dermatitis,ruam,rhintis,pilek,batuk kronis,mimisan,allergic,ter alergi,allergy test,allergy panel,susu sapi,seafood,udang ,debu,kecoak,makanan,kulit gatal,biduran,urticaria,bersin,asma,sesak,gatal,kepiting","2022-10-21 11:38:42",Dev Token,"2025-06-25 14:21:29",Dev Token,1,1,DAYS,2,1774,"[{""type"":""image_url"",""extension"":""png"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/749343_8-11-2022_13-29-39.png"",""external_id"":""940dc18c-2e84-49fd-871b-72f89a6bcfcb"",""display_order"":0,""deleted"":false},{""type"":""thumbnail_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/33963_8-11-2022_13-29-22.webp"",""external_id"":""bff4ef15-02e2-450f-9759-ca7c656af0c4"",""display_order"":0,""deleted"":false},{""type"":""image_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/749343_8-11-2022_13-29-39.webp"",""external_id"":""11876bdb-9b32-4653-8d5e-682f886e8ddc"",""display_order"":0,""deleted"":false},{""type"":""thumbnail_url"",""extension"":""png"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/33963_8-11-2022_13-29-22.png"",""external_id"":""b6fb9771-a910-433a-b5fe-831118d7a979"",""display_order"":0,""deleted"":false}]","9d4f6103-2af4-4eca-a597-a08311ae23fe",https://www.halodoc.com/halolab/package/allergy-ige-atopy-panel-indonesia-allergy-ige-atopy-panel-indonesia?utm_medium=share_package&utm_source=h4c,0,lab,Cek Allergy IgE Atopy Panel Indonesia Dari Mana Saja - Ditangani oleh Tenaga Kesehatan,Layanan homecare dari Halodoc yang menyediakan Cek Allergy IgE Atopy Panel Indonesia. Ditangani langsung oleh Tenaga Kesehatan ✓ Gratis Konsultasi Dokter ✓ #MudahdariManaSaja
8,f0ebaa3c-29cd-414b-88bc-c168a23a79e0,inactive,"Halomedika,Allergy,Screening,Skrining ,Alergi,Habit,sayanganak,Reaksi,Gatal,Bersin,Kemerahan,Bintik,Merah,Dermatitis,Asma,Obat,Reaction,Itching,Sneezing,Redness,Red, Spots,Asthma,Medication,Total,IgE,Eosinophil,Count,Hitung,Eosinofil","2022-10-21 11:40:58",Dev Token,"2023-11-09 20:08:12",Dev Token,0,2,DAYS,1,2494,"[{""type"":""image_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/215872_26-4-2023_14-52-38.webp"",""external_id"":""2b784d63-31ae-42ed-8dbc-7ed65858072b"",""display_order"":1,""deleted"":false},{""type"":""thumbnail_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/466389_5-6-2023_12-10-37.jpeg"",""external_id"":""02b91ae0-b17e-4071-bf18-795f18e261ee"",""display_order"":0,""deleted"":false},{""type"":""thumbnail_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/466389_5-6-2023_12-10-37.webp"",""external_id"":""7431afb5-a0e8-4482-9294-2316fddc0d1b"",""display_order"":0,""deleted"":false},{""type"":""image_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/799448_5-6-2023_12-10-33.jpeg"",""external_id"":""c5b0f217-d067-4465-8cb2-8569f53ffd73"",""display_order"":0,""deleted"":false},{""type"":""image_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/215872_26-4-2023_14-52-38.jpeg"",""external_id"":""6ec01cbd-2e21-4d12-b38a-11badf0132d6"",""display_order"":1,""deleted"":false},{""type"":""image_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/799448_5-6-2023_12-10-33.webp"",""external_id"":""452cdb87-03b3-4855-9099-2e9ab5e6758a"",""display_order"":0,""deleted"":false}]",ce9e4105-4a94-4f2a-9dcd-0eb94916fd11,https://halodoc.page.link/Vxox3diAPhUEsGAZ6,0,lab,,
9,"01e5e625-fbb1-4893-acf9-9736e413dab5",inactive,"Typhoid , Fever,Demam ,Tifus ,tipes,Tifoid,Infeksi,Infection,Demam/Infeksi,Fever/infection,sayanganak,darah,rutin,hematologi,complete,blood,count,Anti,Salmonella,IgM,C-Reactive,Protein,CRP,Erythrocyte,Sedimentation,Rate,ESR,Laju,Endap,Darah,LED","2022-10-21 11:44:42",Dev Token,"2023-11-09 20:08:13",Dev Token,0,4,DAYS,1,6495,"[{""type"":""image_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/145791_26-4-2023_14-55-36.jpeg"",""external_id"":""95e412a0-e8f6-407e-92e0-b235d94bee67"",""display_order"":1,""deleted"":false},{""type"":""thumbnail_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/86879_26-5-2023_8-39-12.webp"",""external_id"":""6394d4ea-e787-4919-8aab-cbd3d2c86538"",""display_order"":0,""deleted"":false},{""type"":""image_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/479875_26-5-2023_8-39-19.webp"",""external_id"":""a18852b3-ccfe-4c28-a0a6-fa4d97bcfbec"",""display_order"":0,""deleted"":false},{""type"":""thumbnail_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/86879_26-5-2023_8-39-12.jpeg"",""external_id"":""d3cd5efa-4150-4402-9acf-5d045435e5ac"",""display_order"":0,""deleted"":false},{""type"":""image_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/145791_26-4-2023_14-55-36.webp"",""external_id"":""732f4d10-5095-4c39-b7ff-b1fc26d98233"",""display_order"":1,""deleted"":false},{""type"":""image_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/479875_26-5-2023_8-39-19.jpeg"",""external_id"":""6e823842-1e2b-4046-9cde-8da3ec52a7b2"",""display_order"":0,""deleted"":false}]",f2e40a77-3d1d-4241-aa27-8713ca4a6af0,https://halodoc.page.link/pTbGdkLRT5p6kbAC6,0,lab,,
10,"6391a06a-814b-44b9-ab8b-f4152851fa65",inactive,"Dengue ,Fever ,Check,Cek ,Demam ,Berdarah,Demam/Infeksi,Fever/infection,infection,sayanganak,nyamuk,panas,aedes,mosquito,bite,dbd,suhu,ns1,igg,igm,trombosit,hematokrit,darah,rutin,platelet,hematocrit,complete,blood,count,cbc,hematologi,rutin,Erythrocyte,Sedimentation,Rate,ESR,Laju,Endap,Darah,LED","2022-10-21 11:51:35",Dev Token,"2023-11-09 20:08:13",Dev Token,0,4,DAYS,1,2002,"[{""type"":""thumbnail_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/804381_15-5-2023_17-35-58.jpeg"",""external_id"":""d0d2e081-31ae-482c-b01a-f10bde6e3e2f"",""display_order"":0,""deleted"":false},{""type"":""image_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/104964_15-5-2023_17-36-1.webp"",""external_id"":""7e67ff1b-fa19-47fe-89d8-9f869619f99e"",""display_order"":0,""deleted"":false},{""type"":""image_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/800964_26-4-2023_15-4-45.webp"",""external_id"":""048ecde2-0df8-43f8-b45e-b1b8336dbf23"",""display_order"":1,""deleted"":false},{""type"":""thumbnail_url"",""extension"":""webp"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/804381_15-5-2023_17-35-58.webp"",""external_id"":""400b8783-dbdf-4203-976c-8919dcc7ffe1"",""display_order"":0,""deleted"":false},{""type"":""image_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/800964_26-4-2023_15-4-45.jpeg"",""external_id"":""77e912ef-1e48-42b4-9122-8f8b3ee9c221"",""display_order"":1,""deleted"":false},{""type"":""image_url"",""extension"":""jpeg"",""url"":""https://halolab-assets.prod.halodoc.com/catalog/images/packages/104964_15-5-2023_17-36-1.jpeg"",""external_id"":""7c33d31b-48f0-41e7-b82f-e49a6d88c25f"",""display_order"":0,""deleted"":false}]","4dae1158-0b51-4064-8f25-da83e010573b",https://halodoc.page.link/XBfNTenQXUJXnH4w8,0,lab,,
